
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач_1_терминалом Количество_решенных_задач_2_терминалом Количество_решенных_задач_3_терминалом
56361 5632 Активен Не_активен Не_активен 894 894 894
56364 5632 Активен Не_активен Не_активен 894 894 894
56367 5632 Активен Не_активен Не_активен 894 894 894
56370 5635 Не_активен Активен Не_активен 895 894 894
56373 5635 Не_активен Активен Не_активен 895 894 894
56376 5635 Не_активен Активен Не_активен 895 894 894
56379 5635 Не_активен Активен Не_активен 895 894 894
56382 5635 Не_активен Активен Не_активен 895 894 894
56385 5635 Не_активен Активен Не_активен 895 894 894
56388 5635 Не_активен Активен Не_активен 895 894 894
56391 5636 Не_активен Не_активен Активен 895 895 894
56394 5636 Не_активен Не_активен Активен 895 895 894
56397 5636 Не_активен Не_активен Активен 895 895 894
56400 5637 Не_активен Не_активен Активен 895 895 894
56403 5637 Не_активен Не_активен Активен 895 895 894
56406 5637 Не_активен Не_активен Активен 895 895 894
56409 5637 Не_активен Не_активен Активен 895 895 894
56412 5638 Активен Не_активен Не_активен 895 895 895
56415 5638 Активен Не_активен Не_активен 895 895 895
56418 5638 Активен Не_активен Не_активен 895 895 895
56421 5638 Активен Не_активен Не_активен 895 895 895
56424 5638 Активен Не_активен Не_активен 895 895 895
56427 5638 Активен Не_активен Не_активен 895 895 895
56430 5640 Активен Не_активен Не_активен 895 895 895
56433 5641 Не_активен Активен Не_активен 896 895 895
56436 5641 Не_активен Активен Не_активен 896 895 895
56439 5641 Не_активен Активен Не_активен 896 895 895
56442 5641 Не_активен Активен Не_активен 896 895 895
56445 5641 Не_активен Активен Не_активен 896 895 895
56448 5641 Не_активен Активен Не_активен 896 895 895
56451 5641 Не_активен Активен Не_активен 896 895 895
56454 5642 Не_активен Не_активен Активен 896 896 895
56457 5642 Не_активен Не_активен Активен 896 896 895
56460 5643 Не_активен Не_активен Активен 896 896 895
56463 5643 Не_активен Не_активен Активен 896 896 895
56466 5643 Не_активен Не_активен Активен 896 896 895
56469 5643 Не_активен Не_активен Активен 896 896 895
56472 5643 Не_активен Не_активен Активен 896 896 895
56475 5644 Активен Не_активен Не_активен 896 896 896
56478 5644 Активен Не_активен Не_активен 896 896 896
56481 5644 Активен Не_активен Не_активен 896 896 896
56484 5644 Активен Не_активен Не_активен 896 896 896
56487 5644 Активен Не_активен Не_активен 896 896 896
56490 5646 Активен Не_активен Не_активен 896 896 896
56493 5646 Активен Не_активен Не_активен 896 896 896
56496 5647 Не_активен Активен Не_активен 897 896 896
56499 5647 Не_активен Активен Не_активен 897 896 896
56502 5647 Не_активен Активен Не_активен 897 896 896
56505 5647 Не_активен Активен Не_активен 897 896 896
56508 5647 Не_активен Активен Не_активен 897 896 896
56511 5647 Не_активен Активен Не_активен 897 896 896
56514 5647 Не_активен Активен Не_активен 897 896 896
56517 5648 Не_активен Не_активен Активен 897 897 896
56520 5649 Не_активен Не_активен Активен 897 897 896
56523 5649 Не_активен Не_активен Активен 897 897 896
56526 5649 Не_активен Не_активен Активен 897 897 896
56529 5649 Не_активен Не_активен Активен 897 897 896
56532 5649 Не_активен Не_активен Активен 897 897 896
56535 5649 Не_активен Не_активен Активен 897 897 896
56538 5650 Активен Не_активен Не_активен 897 897 897
56541 5650 Активен Не_активен Не_активен 897 897 897
56544 5650 Активен Не_активен Не_активен 897 897 897
56547 5650 Активен Не_активен Не_активен 897 897 897
56550 5652 Активен Не_активен Не_активен 897 897 897
56553 5652 Активен Не_активен Не_активен 897 897 897
56556 5652 Активен Не_активен Не_активен 897 897 897
56559 5653 Не_активен Активен Не_активен 898 897 897
56562 5653 Не_активен Активен Не_активен 898 897 897
56565 5653 Не_активен Активен Не_активен 898 897 897
56568 5653 Не_активен Активен Не_активен 898 897 897
56571 5653 Не_активен Активен Не_активен 898 897 897
56574 5653 Не_активен Активен Не_активен 898 897 897
56577 5653 Не_активен Активен Не_активен 898 897 897
56580 5656 Не_активен Не_активен Активен 898 898 897
56583 5656 Не_активен Не_активен Активен 898 898 897
56586 5656 Не_активен Не_активен Активен 898 898 897
56589 5656 Не_активен Не_активен Активен 898 898 897
56592 5656 Не_активен Не_активен Активен 898 898 897
56595 5656 Не_активен Не_активен Активен 898 898 897
56598 5656 Не_активен Не_активен Активен 898 898 897
56601 5657 Активен Не_активен Не_активен 898 898 898
56604 5657 Активен Не_активен Не_активен 898 898 898
56607 5657 Активен Не_активен Не_активен 898 898 898
56610 5658 Активен Не_активен Не_активен 898 898 898
56613 5658 Активен Не_активен Не_активен 898 898 898
56616 5658 Активен Не_активен Не_активен 898 898 898
56619 5658 Активен Не_активен Не_активен 898 898 898
56622 5659 Не_активен Активен Не_активен 899 898 898
56625 5659 Не_активен Активен Не_активен 899 898 898
56628 5659 Не_активен Активен Не_активен 899 898 898
56631 5659 Не_активен Активен Не_активен 899 898 898
56634 5659 Не_активен Активен Не_активен 899 898 898
56637 5659 Не_активен Активен Не_активен 899 898 898
56640 5661 Не_активен Активен Не_активен 899 898 898
56643 5662 Не_активен Не_активен Активен 899 899 898
56646 5662 Не_активен Не_активен Активен 899 899 898
56649 5662 Не_активен Не_активен Активен 899 899 898
56652 5662 Не_активен Не_активен Активен 899 899 898
56655 5662 Не_активен Не_активен Активен 899 899 898
56658 5662 Не_активен Не_активен Активен 899 899 898
56661 5662 Не_активен Не_активен Активен 899 899 898
56664 5663 Активен Не_активен Не_активен 899 899 899
56667 5663 Активен Не_активен Не_активен 899 899 899
56670 5664 Активен Не_активен Не_активен 899 899 899
56673 5664 Активен Не_активен Не_активен 899 899 899
56676 5664 Активен Не_активен Не_активен 899 899 899
56679 5664 Активен Не_активен Не_активен 899 899 899
56682 5664 Активен Не_активен Не_активен 899 899 899
56685 5665 Не_активен Активен Не_активен 900 899 899
56688 5665 Не_активен Активен Не_активен 900 899 899
56691 5665 Не_активен Активен Не_активен 900 899 899
56694 5665 Не_активен Активен Не_активен 900 899 899
56697 5665 Не_активен Активен Не_активен 900 899 899
56700 5667 Не_активен Активен Не_активен 900 899 899
56703 5667 Не_активен Активен Не_активен 900 899 899
56706 5668 Не_активен Не_активен Активен 900 900 899
56709 5668 Не_активен Не_активен Активен 900 900 899
56712 5668 Не_активен Не_активен Активен 900 900 899
56715 5668 Не_активен Не_активен Активен 900 900 899
56718 5668 Не_активен Не_активен Активен 900 900 899
56721 5668 Не_активен Не_активен Активен 900 900 899
56724 5668 Не_активен Не_активен Активен 900 900 899
56727 5669 Активен Не_активен Не_активен 900 900 900
56730 5670 Активен Не_активен Не_активен 900 900 900
56733 5670 Активен Не_активен Не_активен 900 900 900
56736 5670 Активен Не_активен Не_активен 900 900 900
56739 5670 Активен Не_активен Не_активен 900 900 900
56742 5670 Активен Не_активен Не_активен 900 900 900
56745 5670 Активен Не_активен Не_активен 900 900 900
56748 5671 Не_активен Активен Не_активен 901 900 900
56751 5671 Не_активен Активен Не_активен 901 900 900
56754 5671 Не_активен Активен Не_активен 901 900 900
56757 5671 Не_активен Активен Не_активен 901 900 900
56760 5673 Не_активен Активен Не_активен 901 900 900
56763 5673 Не_активен Активен Не_активен 901 900 900
56766 5673 Не_активен Активен Не_активен 901 900 900
56769 5674 Не_активен Не_активен Активен 901 901 900
56772 5674 Не_активен Не_активен Активен 901 901 900
56775 5674 Не_активен Не_активен Активен 901 901 900
56778 5674 Не_активен Не_активен Активен 901 901 900
56781 5674 Не_активен Не_активен Активен 901 901 900
56784 5674 Не_активен Не_активен Активен 901 901 900
56787 5674 Не_активен Не_активен Активен 901 901 900
56790 5677 Активен Не_активен Не_активен 901 901 901
56793 5677 Активен Не_активен Не_активен 901 901 901
56796 5677 Активен Не_активен Не_активен 901 901 901
56799 5677 Активен Не_активен Не_активен 901 901 901
56802 5677 Активен Не_активен Не_активен 901 901 901
56805 5677 Активен Не_активен Не_активен 901 901 901
56808 5677 Активен Не_активен Не_активен 901 901 901
56811 5678 Не_активен Активен Не_активен 902 901 901
56814 5678 Не_активен Активен Не_активен 902 901 901
56817 5678 Не_активен Активен Не_активен 902 901 901
56820 5679 Не_активен Активен Не_активен 902 901 901
56823 5679 Не_активен Активен Не_активен 902 901 901
56826 5679 Не_активен Активен Не_активен 902 901 901
56829 5679 Не_активен Активен Не_активен 902 901 901
56832 5680 Не_активен Не_активен Активен 902 902 901
56835 5680 Не_активен Не_активен Активен 902 902 901
56838 5680 Не_активен Не_активен Активен 902 902 901
56841 5680 Не_активен Не_активен Активен 902 902 901
56844 5680 Не_активен Не_активен Активен 902 902 901
56847 5680 Не_активен Не_активен Активен 902 902 901
56850 5682 Не_активен Не_активен Активен 902 902 901
56853 5683 Активен Не_активен Не_активен 902 902 902
56856 5683 Активен Не_активен Не_активен 902 902 902
56859 5683 Активен Не_активен Не_активен 902 902 902
56862 5683 Активен Не_активен Не_активен 902 902 902
56865 5683 Активен Не_активен Не_активен 902 902 902
56868 5683 Активен Не_активен Не_активен 902 902 902
56871 5683 Активен Не_активен Не_активен 902 902 902
56874 5684 Не_активен Активен Не_активен 903 902 902
56877 5684 Не_активен Активен Не_активен 903 902 902
56880 5685 Не_активен Активен Не_активен 903 902 902
56883 5685 Не_активен Активен Не_активен 903 902 902
56886 5685 Не_активен Активен Не_активен 903 902 902
56889 5685 Не_активен Активен Не_активен 903 902 902
56892 5685 Не_активен Активен Не_активен 903 902 902
56895 5686 Не_активен Не_активен Активен 903 903 902
56898 5686 Не_активен Не_активен Активен 903 903 902
56901 5686 Не_активен Не_активен Активен 903 903 902
56904 5686 Не_активен Не_активен Активен 903 903 902
56907 5686 Не_активен Не_активен Активен 903 903 902
56910 5688 Не_активен Не_активен Активен 903 903 902
56913 5688 Не_активен Не_активен Активен 903 903 902
56916 5689 Активен Не_активен Не_активен 903 903 903
56919 5689 Активен Не_активен Не_активен 903 903 903
56922 5689 Активен Не_активен Не_активен 903 903 903
56925 5689 Активен Не_активен Не_активен 903 903 903
56928 5689 Активен Не_активен Не_активен 903 903 903
56931 5689 Активен Не_активен Не_активен 903 903 903
56934 5689 Активен Не_активен Не_активен 903 903 903
56937 5690 Не_активен Активен Не_активен 904 903 903
56940 5691 Не_активен Активен Не_активен 904 903 903
56943 5691 Не_активен Активен Не_активен 904 903 903
56946 5691 Не_активен Активен Не_активен 904 903 903
56949 5691 Не_активен Активен Не_активен 904 903 903
56952 5691 Не_активен Активен Не_активен 904 903 903
56955 5691 Не_активен Активен Не_активен 904 903 903
56958 5692 Не_активен Не_активен Активен 904 904 903
56961 5692 Не_активен Не_активен Активен 904 904 903
56964 5692 Не_активен Не_активен Активен 904 904 903
56967 5692 Не_активен Не_активен Активен 904 904 903
56970 5694 Не_активен Не_активен Активен 904 904 903
56973 5694 Не_активен Не_активен Активен 904 904 903
56976 5694 Не_активен Не_активен Активен 904 904 903
56979 5695 Активен Не_активен Не_активен 904 904 904
56982 5695 Активен Не_активен Не_активен 904 904 904
56985 5695 Активен Не_активен Не_активен 904 904 904
56988 5695 Активен Не_активен Не_активен 904 904 904
56991 5695 Активен Не_активен Не_активен 904 904 904
56994 5695 Активен Не_активен Не_активен 904 904 904
56997 5695 Активен Не_активен Не_активен 904 904 904
57000 5698 Не_активен Активен Не_активен 905 904 904
57003 5698 Не_активен Активен Не_активен 905 904 904
57006 5698 Не_активен Активен Не_активен 905 904 904
57009 5698 Не_активен Активен Не_активен 905 904 904
57012 5698 Не_активен Активен Не_активен 905 904 904
57015 5698 Не_активен Активен Не_активен 905 904 904
57018 5698 Не_активен Активен Не_активен 905 904 904
57021 5699 Не_активен Не_активен Активен 905 905 904
57024 5699 Не_активен Не_активен Активен 905 905 904
57027 5699 Не_активен Не_активен Активен 905 905 904
57030 5700 Не_активен Не_активен Активен 905 905 904
57033 5700 Не_активен Не_активен Активен 905 905 904
57036 5700 Не_активен Не_активен Активен 905 905 904
57039 5700 Не_активен Не_активен Активен 905 905 904
57042 5701 Активен Не_активен Не_активен 905 905 905
57045 5701 Активен Не_активен Не_активен 905 905 905
57048 5701 Активен Не_активен Не_активен 905 905 905
57051 5701 Активен Не_активен Не_активен 905 905 905
57054 5701 Активен Не_активен Не_активен 905 905 905
57057 5701 Активен Не_активен Не_активен 905 905 905
57060 5703 Активен Не_активен Не_активен 905 905 905
57063 5704 Не_активен Активен Не_активен 906 905 905
57066 5704 Не_активен Активен Не_активен 906 905 905
57069 5704 Не_активен Активен Не_активен 906 905 905
57072 5704 Не_активен Активен Не_активен 906 905 905
57075 5704 Не_активен Активен Не_активен 906 905 905
57078 5704 Не_активен Активен Не_активен 906 905 905
57081 5704 Не_активен Активен Не_активен 906 905 905
57084 5705 Не_активен Не_активен Активен 906 906 905
57087 5705 Не_активен Не_активен Активен 906 906 905
57090 5706 Не_активен Не_активен Активен 906 906 905
57093 5706 Не_активен Не_активен Активен 906 906 905
57096 5706 Не_активен Не_активен Активен 906 906 905
57099 5706 Не_активен Не_активен Активен 906 906 905
57102 5706 Не_активен Не_активен Активен 906 906 905
57105 5707 Активен Не_активен Не_активен 906 906 906
57108 5707 Активен Не_активен Не_активен 906 906 906
57111 5707 Активен Не_активен Не_активен 906 906 906
57114 5707 Активен Не_активен Не_активен 906 906 906
57117 5707 Активен Не_активен Не_активен 906 906 906
57120 5709 Активен Не_активен Не_активен 906 906 906
57123 5709 Активен Не_активен Не_активен 906 906 906
57126 5710 Не_активен Активен Не_активен 907 906 906
57129 5710 Не_активен Активен Не_активен 907 906 906
57132 5710 Не_активен Активен Не_активен 907 906 906
57135 5710 Не_активен Активен Не_активен 907 906 906
57138 5710 Не_активен Активен Не_активен 907 906 906
57141 5710 Не_активен Активен Не_активен 907 906 906
57144 5710 Не_активен Активен Не_активен 907 906 906
57147 5711 Не_активен Не_активен Активен 907 907 906
57150 5712 Не_активен Не_активен Активен 907 907 906
57153 5712 Не_активен Не_активен Активен 907 907 906
57156 5712 Не_активен Не_активен Активен 907 907 906
57159 5712 Не_активен Не_активен Активен 907 907 906
57162 5712 Не_активен Не_активен Активен 907 907 906
57165 5712 Не_активен Не_активен Активен 907 907 906
57168 5713 Активен Не_активен Не_активен 907 907 907
57171 5713 Активен Не_активен Не_активен 907 907 907
57174 5713 Активен Не_активен Не_активен 907 907 907
57177 5713 Активен Не_активен Не_активен 907 907 907
57180 5715 Активен Не_активен Не_активен 907 907 907
57183 5715 Активен Не_активен Не_активен 907 907 907
57186 5715 Активен Не_активен Не_активен 907 907 907
57189 5716 Не_активен Активен Не_активен 908 907 907
57192 5716 Не_активен Активен Не_активен 908 907 907
57195 5716 Не_активен Активен Не_активен 908 907 907
57198 5716 Не_активен Активен Не_активен 908 907 907
57201 5716 Не_активен Активен Не_активен 908 907 907
57204 5716 Не_активен Активен Не_активен 908 907 907
57207 5716 Не_активен Активен Не_активен 908 907 907
57210 5719 Не_активен Не_активен Активен 908 908 907
57213 5719 Не_активен Не_активен Активен 908 908 907
57216 5719 Не_активен Не_активен Активен 908 908 907
57219 5719 Не_активен Не_активен Активен 908 908 907
57222 5719 Не_активен Не_активен Активен 908 908 907
57225 5719 Не_активен Не_активен Активен 908 908 907
57228 5719 Не_активен Не_активен Активен 908 908 907
57231 5720 Активен Не_активен Не_активен 908 908 908
57234 5720 Активен Не_активен Не_активен 908 908 908
57237 5720 Активен Не_активен Не_активен 908 908 908
57240 5721 Активен Не_активен Не_активен 908 908 908
57243 5721 Активен Не_активен Не_активен 908 908 908
57246 5721 Активен Не_активен Не_активен 908 908 908
57249 5721 Активен Не_активен Не_активен 908 908 908
57252 5722 Не_активен Активен Не_активен 909 908 908
57255 5722 Не_активен Активен Не_активен 909 908 908
57258 5722 Не_активен Активен Не_активен 909 908 908
57261 5722 Не_активен Активен Не_активен 909 908 908
57264 5722 Не_активен Активен Не_активен 909 908 908
57267 5722 Не_активен Активен Не_активен 909 908 908
57270 5724 Не_активен Активен Не_активен 909 908 908
57273 5725 Не_активен Не_активен Активен 909 909 908
57276 5725 Не_активен Не_активен Активен 909 909 908
57279 5725 Не_активен Не_активен Активен 909 909 908
57282 5725 Не_активен Не_активен Активен 909 909 908
57285 5725 Не_активен Не_активен Активен 909 909 908
57288 5725 Не_активен Не_активен Активен 909 909 908
57291 5725 Не_активен Не_активен Активен 909 909 908
57294 5726 Активен Не_активен Не_активен 909 909 909
57297 5726 Активен Не_активен Не_активен 909 909 909
57300 5727 Активен Не_активен Не_активен 909 909 909
57303 5727 Активен Не_активен Не_активен 909 909 909
57306 5727 Активен Не_активен Не_активен 909 909 909
57309 5727 Активен Не_активен Не_активен 909 909 909
57312 5727 Активен Не_активен Не_активен 909 909 909
57315 5728 Не_активен Активен Не_активен 910 909 909
57318 5728 Не_активен Активен Не_активен 910 909 909
57321 5728 Не_активен Активен Не_активен 910 909 909
57324 5728 Не_активен Активен Не_активен 910 909 909
57327 5728 Не_активен Активен Не_активен 910 909 909
57330 5730 Не_активен Активен Не_активен 910 909 909
57333 5730 Не_активен Активен Не_активен 910 909 909
57336 5731 Не_активен Не_активен Активен 910 910 909
57339 5731 Не_активен Не_активен Активен 910 910 909
57342 5731 Не_активен Не_активен Активен 910 910 909
57345 5731 Не_активен Не_активен Активен 910 910 909
57348 5731 Не_активен Не_активен Активен 910 910 909
57351 5731 Не_активен Не_активен Активен 910 910 909
57354 5731 Не_активен Не_активен Активен 910 910 909
57357 5732 Активен Не_активен Не_активен 910 910 910
57360 5733 Активен Не_активен Не_активен 910 910 910
57363 5733 Активен Не_активен Не_активен 910 910 910
57366 5733 Активен Не_активен Не_активен 910 910 910
57369 5733 Активен Не_активен Не_активен 910 910 910
57372 5733 Активен Не_активен Не_активен 910 910 910
57375 5733 Активен Не_активен Не_активен 910 910 910
57378 5734 Не_активен Активен Не_активен 911 910 910
57381 5734 Не_активен Активен Не_активен 911 910 910
57384 5734 Не_активен Активен Не_активен 911 910 910
57387 5734 Не_активен Активен Не_активен 911 910 910
57390 5736 Не_активен Активен Не_активен 911 910 910
57393 5736 Не_активен Активен Не_активен 911 910 910
57396 5736 Не_активен Активен Не_активен 911 910 910
57399 5737 Не_активен Не_активен Активен 911 911 910
57402 5737 Не_активен Не_активен Активен 911 911 910
57405 5737 Не_активен Не_активен Активен 911 911 910
57408 5737 Не_активен Не_активен Активен 911 911 910
57411 5737 Не_активен Не_активен Активен 911 911 910
57414 5737 Не_активен Не_активен Активен 911 911 910
57417 5737 Не_активен Не_активен Активен 911 911 910
57420 5740 Активен Не_активен Не_активен 911 911 911
57423 5740 Активен Не_активен Не_активен 911 911 911
57426 5740 Активен Не_активен Не_активен 911 911 911
57429 5740 Активен Не_активен Не_активен 911 911 911
57432 5740 Активен Не_активен Не_активен 911 911 911
57435 5740 Активен Не_активен Не_активен 911 911 911
57438 5740 Активен Не_активен Не_активен 911 911 911
57441 5741 Не_активен Активен Не_активен 912 911 911
57444 5741 Не_активен Активен Не_активен 912 911 911
57447 5741 Не_активен Активен Не_активен 912 911 911
57450 5742 Не_активен Активен Не_активен 912 911 911
57453 5742 Не_активен Активен Не_активен 912 911 911
57456 5742 Не_активен Активен Не_активен 912 911 911
57459 5742 Не_активен Активен Не_активен 912 911 911
57462 5743 Не_активен Не_активен Активен 912 912 911
57465 5743 Не_активен Не_активен Активен 912 912 911
57468 5743 Не_активен Не_активен Активен 912 912 911
57471 5743 Не_активен Не_активен Активен 912 912 911
57474 5743 Не_активен Не_активен Активен 912 912 911
57477 5743 Не_активен Не_активен Активен 912 912 911
57480 5745 Не_активен Не_активен Активен 912 912 911
57483 5746 Активен Не_активен Не_активен 912 912 912
57486 5746 Активен Не_активен Не_активен 912 912 912
57489 5746 Активен Не_активен Не_активен 912 912 912
57492 5746 Активен Не_активен Не_активен 912 912 912
57495 5746 Активен Не_активен Не_активен 912 912 912
57498 5746 Активен Не_активен Не_активен 912 912 912
57501 5746 Активен Не_активен Не_активен 912 912 912
57504 5747 Не_активен Активен Не_активен 913 912 912
57507 5747 Не_активен Активен Не_активен 913 912 912
57510 5748 Не_активен Активен Не_активен 913 912 912
57513 5748 Не_активен Активен Не_активен 913 912 912
57516 5748 Не_активен Активен Не_активен 913 912 912
57519 5748 Не_активен Активен Не_активен 913 912 912
57522 5748 Не_активен Активен Не_активен 913 912 912
57525 5749 Не_активен Не_активен Активен 913 913 912
57528 5749 Не_активен Не_активен Активен 913 913 912
57531 5749 Не_активен Не_активен Активен 913 913 912
57534 5749 Не_активен Не_активен Активен 913 913 912
57537 5749 Не_активен Не_активен Активен 913 913 912
57540 5751 Не_активен Не_активен Активен 913 913 912
57543 5751 Не_активен Не_активен Активен 913 913 912
57546 5752 Активен Не_активен Не_активен 913 913 913
57549 5752 Активен Не_активен Не_активен 913 913 913
57552 5752 Активен Не_активен Не_активен 913 913 913
57555 5752 Активен Не_активен Не_активен 913 913 913
57558 5752 Активен Не_активен Не_активен 913 913 913
57561 5752 Активен Не_активен Не_активен 913 913 913
57564 5752 Активен Не_активен Не_активен 913 913 913
57567 5753 Не_активен Активен Не_активен 914 913 913
57570 5754 Не_активен Активен Не_активен 914 913 913
57573 5754 Не_активен Активен Не_активен 914 913 913
57576 5754 Не_активен Активен Не_активен 914 913 913
57579 5754 Не_активен Активен Не_активен 914 913 913
57582 5754 Не_активен Активен Не_активен 914 913 913
57585 5754 Не_активен Активен Не_активен 914 913 913
57588 5755 Не_активен Не_активен Активен 914 914 913
57591 5755 Не_активен Не_активен Активен 914 914 913
57594 5755 Не_активен Не_активен Активен 914 914 913
57597 5755 Не_активен Не_активен Активен 914 914 913
57600 5757 Не_активен Не_активен Активен 914 914 913
57603 5757 Не_активен Не_активен Активен 914 914 913
57606 5757 Не_активен Не_активен Активен 914 914 913
57609 5758 Активен Не_активен Не_активен 914 914 914
57612 5758 Активен Не_активен Не_активен 914 914 914
57615 5758 Активен Не_активен Не_активен 914 914 914
57618 5758 Активен Не_активен Не_активен 914 914 914
57621 5758 Активен Не_активен Не_активен 914 914 914
57624 5758 Активен Не_активен Не_активен 914 914 914
57627 5758 Активен Не_активен Не_активен 914 914 914
57630 5761 Не_активен Активен Не_активен 915 914 914
57633 5761 Не_активен Активен Не_активен 915 914 914
57636 5761 Не_активен Активен Не_активен 915 914 914
57639 5761 Не_активен Активен Не_активен 915 914 914
57642 5761 Не_активен Активен Не_активен 915 914 914
57645 5761 Не_активен Активен Не_активен 915 914 914
57648 5761 Не_активен Активен Не_активен 915 914 914
57651 5762 Не_активен Не_активен Активен 915 915 914
57654 5762 Не_активен Не_активен Активен 915 915 914
57657 5762 Не_активен Не_активен Активен 915 915 914
57660 5763 Не_активен Не_активен Активен 915 915 914
57663 5763 Не_активен Не_активен Активен 915 915 914
57666 5763 Не_активен Не_активен Активен 915 915 914
57669 5763 Не_активен Не_активен Активен 915 915 914
57672 5764 Активен Не_активен Не_активен 915 915 915
57675 5764 Активен Не_активен Не_активен 915 915 915
57678 5764 Активен Не_активен Не_активен 915 915 915
57681 5764 Активен Не_активен Не_активен 915 915 915
57684 5764 Активен Не_активен Не_активен 915 915 915
57687 5764 Активен Не_активен Не_активен 915 915 915
57690 5766 Активен Не_активен Не_активен 915 915 915
57693 5767 Не_активен Активен Не_активен 916 915 915
57696 5767 Не_активен Активен Не_активен 916 915 915
57699 5767 Не_активен Активен Не_активен 916 915 915
57702 5767 Не_активен Активен Не_активен 916 915 915
57705 5767 Не_активен Активен Не_активен 916 915 915
57708 5767 Не_активен Активен Не_активен 916 915 915
57711 5767 Не_активен Активен Не_активен 916 915 915
57714 5768 Не_активен Не_активен Активен 916 916 915
57717 5768 Не_активен Не_активен Активен 916 916 915
57720 5769 Не_активен Не_активен Активен 916 916 915
57723 5769 Не_активен Не_активен Активен 916 916 915
57726 5769 Не_активен Не_активен Активен 916 916 915
57729 5769 Не_активен Не_активен Активен 916 916 915
57732 5769 Не_активен Не_активен Активен 916 916 915
57735 5770 Активен Не_активен Не_активен 916 916 916
57738 5770 Активен Не_активен Не_активен 916 916 916
57741 5770 Активен Не_активен Не_активен 916 916 916
57744 5770 Активен Не_активен Не_активен 916 916 916
57747 5770 Активен Не_активен Не_активен 916 916 916
57750 5772 Активен Не_активен Не_активен 916 916 916
57753 5772 Активен Не_активен Не_активен 916 916 916
57756 5773 Не_активен Активен Не_активен 917 916 916
57759 5773 Не_активен Активен Не_активен 917 916 916
57762 5773 Не_активен Активен Не_активен 917 916 916
57765 5773 Не_активен Активен Не_активен 917 916 916
57768 5773 Не_активен Активен Не_активен 917 916 916
57771 5773 Не_активен Активен Не_активен 917 916 916
57774 5773 Не_активен Активен Не_активен 917 916 916
57777 5774 Не_активен Не_активен Активен 917 917 916
57780 5775 Не_активен Не_активен Активен 917 917 916
57783 5775 Не_активен Не_активен Активен 917 917 916
57786 5775 Не_активен Не_активен Активен 917 917 916
57789 5775 Не_активен Не_активен Активен 917 917 916
57792 5775 Не_активен Не_активен Активен 917 917 916
57795 5775 Не_активен Не_активен Активен 917 917 916
57798 5776 Активен Не_активен Не_активен 917 917 917
57801 5776 Активен Не_активен Не_активен 917 917 917
57804 5776 Активен Не_активен Не_активен 917 917 917
57807 5776 Активен Не_активен Не_активен 917 917 917
57810 5778 Активен Не_активен Не_активен 917 917 917
57813 5778 Активен Не_активен Не_активен 917 917 917
57816 5778 Активен Не_активен Не_активен 917 917 917
57819 5779 Не_активен Активен Не_активен 918 917 917
57822 5779 Не_активен Активен Не_активен 918 917 917
57825 5779 Не_активен Активен Не_активен 918 917 917
57828 5779 Не_активен Активен Не_активен 918 917 917
57831 5779 Не_активен Активен Не_активен 918 917 917
57834 5779 Не_активен Активен Не_активен 918 917 917
57837 5779 Не_активен Активен Не_активен 918 917 917
57840 5782 Не_активен Не_активен Активен 918 918 917
57843 5782 Не_активен Не_активен Активен 918 918 917
57846 5782 Не_активен Не_активен Активен 918 918 917
57849 5782 Не_активен Не_активен Активен 918 918 917
57852 5782 Не_активен Не_активен Активен 918 918 917
57855 5782 Не_активен Не_активен Активен 918 918 917
57858 5782 Не_активен Не_активен Активен 918 918 917
57861 5783 Активен Не_активен Не_активен 918 918 918
57864 5783 Активен Не_активен Не_активен 918 918 918
57867 5783 Активен Не_активен Не_активен 918 918 918
57870 5784 Активен Не_активен Не_активен 918 918 918
57873 5784 Активен Не_активен Не_активен 918 918 918
57876 5784 Активен Не_активен Не_активен 918 918 918
57879 5784 Активен Не_активен Не_активен 918 918 918
57882 5785 Не_активен Активен Не_активен 919 918 918
57885 5785 Не_активен Активен Не_активен 919 918 918
57888 5785 Не_активен Активен Не_активен 919 918 918
57891 5785 Не_активен Активен Не_активен 919 918 918
57894 5785 Не_активен Активен Не_активен 919 918 918
57897 5785 Не_активен Активен Не_активен 919 918 918
57900 5787 Не_активен Активен Не_активен 919 918 918
57903 5788 Не_активен Не_активен Активен 919 919 918
57906 5788 Не_активен Не_активен Активен 919 919 918
57909 5788 Не_активен Не_активен Активен 919 919 918
57912 5788 Не_активен Не_активен Активен 919 919 918
57915 5788 Не_активен Не_активен Активен 919 919 918
57918 5788 Не_активен Не_активен Активен 919 919 918
57921 5788 Не_активен Не_активен Активен 919 919 918
57924 5789 Активен Не_активен Не_активен 919 919 919
57927 5789 Активен Не_активен Не_активен 919 919 919
57930 5790 Активен Не_активен Не_активен 919 919 919
57933 5790 Активен Не_активен Не_активен 919 919 919
57936 5790 Активен Не_активен Не_активен 919 919 919
57939 5790 Активен Не_активен Не_активен 919 919 919
57942 5790 Активен Не_активен Не_активен 919 919 919
57945 5791 Не_активен Активен Не_активен 920 919 919
57948 5791 Не_активен Активен Не_активен 920 919 919
57951 5791 Не_активен Активен Не_активен 920 919 919
57954 5791 Не_активен Активен Не_активен 920 919 919
57957 5791 Не_активен Активен Не_активен 920 919 919
57960 5793 Не_активен Активен Не_активен 920 919 919
